#id	set	correctLabelW0orW1	warrant0	warrant1	reason	claim	debateTitle	debateInfo
2699384_479_AE861G0AY5RGT	train_swap	1	['the', 'only', 'true', 'way', 'to', 'learn', 'about', 'a', 'culture', 'is', 'to', 'experience', 'it', 'first', 'hand']	['there', 'is', 'no', 'one', 'true', 'way', 'to', 'learn', 'about', 'a', 'culture']	['americans', 'need', 'to', 'learn', 'about', 'other', 'cultures', '.']	['colleges', 'need', 'humanities', 'programs']	['do', 'colleges', 'need', 'french', 'departments', '?']	['with', 'humanities', 'programs', 'being', 'cut', 'at', 'many', 'universities', ',', 'what', 'do', 'students', 'stand', 'to', 'lose', '?']
2699384_479_AE861G0AY5RGT	train_swap	0	['there', 'is', 'no', 'one', 'true', 'way', 'to', 'learn', 'about', 'a', 'culture']	['the', 'only', 'true', 'way', 'to', 'learn', 'about', 'a', 'culture', 'is', 'to', 'experience', 'it', 'first', 'hand']	['americans', 'need', 'to', 'learn', 'about', 'other', 'cultures', '.']	['colleges', 'need', 'humanities', 'programs']	['do', 'colleges', 'need', 'french', 'departments', '?']	['with', 'humanities', 'programs', 'being', 'cut', 'at', 'many', 'universities', ',', 'what', 'do', 'students', 'stand', 'to', 'lose', '?']
9863414_511_A1I4CYG5YDFTYM	train_swap	0	"['it', 'is', 'easier', 'to', 'avoid', 'the', 'bad', 'parts', 'of', 'the', 'true', 'campus', 'life', 'if', 'one', 'does', ""n't"", 'live', 'in', 'the', 'dorms']"	"['it', 'is', 'harder', 'to', 'be', 'a', 'part', 'of', 'the', 'true', 'campus', 'life', 'if', 'one', 'does', ""n't"", 'live', 'in', 'the', 'dorms']"	['living', 'off', 'campus', 'will', 'help', 'with', 'off', 'ceding', 'debt', '.']	['students', 'should', 'live', 'off', 'campus']	['should', 'students', 'live', 'on', 'campus', 'or', 'off', '?']	"['is', 'living', 'in', 'a', 'dormitory', 'worth', 'the', 'expense', '?', 'does', 'living', 'elsewhere', 'mean', 'missing', 'out', 'on', 'the', '""', 'college', 'experience', '""', '?']"
9863414_511_A1I4CYG5YDFTYM	train_swap	1	"['it', 'is', 'harder', 'to', 'be', 'a', 'part', 'of', 'the', 'true', 'campus', 'life', 'if', 'one', 'does', ""n't"", 'live', 'in', 'the', 'dorms']"	"['it', 'is', 'easier', 'to', 'avoid', 'the', 'bad', 'parts', 'of', 'the', 'true', 'campus', 'life', 'if', 'one', 'does', ""n't"", 'live', 'in', 'the', 'dorms']"	['living', 'off', 'campus', 'will', 'help', 'with', 'off', 'ceding', 'debt', '.']	['students', 'should', 'live', 'off', 'campus']	['should', 'students', 'live', 'on', 'campus', 'or', 'off', '?']	"['is', 'living', 'in', 'a', 'dormitory', 'worth', 'the', 'expense', '?', 'does', 'living', 'elsewhere', 'mean', 'missing', 'out', 'on', 'the', '""', 'college', 'experience', '""', '?']"
3282588_59_A1DJNUJZN8FE7N	train_swap	0	['child', 'abuse', 'helps', 'destroy', 'self', 'confidence']	['child', 'abuse', 'helps', 'build', 'self', 'confidence']	['some', 'of', 'these', 'practices', 'are', 'nothing', 'short', 'of', 'child', 'abuse', ',', 'plain', 'and', 'simple', '.']	['extreme', 'parenting', 'is', 'counterproductive']	['is', 'extreme', 'parenting', 'effective', '?']	"['does', 'strict', 'control', 'of', 'a', 'child', ""'s"", 'life', 'lead', 'to', 'greater', 'success', 'or', 'can', 'it', 'be', 'counterproductive', '?']"
3282588_59_A1DJNUJZN8FE7N	train_swap	1	['child', 'abuse', 'helps', 'build', 'self', 'confidence']	['child', 'abuse', 'helps', 'destroy', 'self', 'confidence']	['some', 'of', 'these', 'practices', 'are', 'nothing', 'short', 'of', 'child', 'abuse', ',', 'plain', 'and', 'simple', '.']	['extreme', 'parenting', 'is', 'counterproductive']	['is', 'extreme', 'parenting', 'effective', '?']	"['does', 'strict', 'control', 'of', 'a', 'child', ""'s"", 'life', 'lead', 'to', 'greater', 'success', 'or', 'can', 'it', 'be', 'counterproductive', '?']"
9950119_0_A3TKD7EJ6BM0M5	train_swap	0	['people', 'do', 'not', 'like', 'arrogant', 'chefs']	['people', 'like', 'arrogant', 'chefs']	['the', 'eater', 'might', 'want', 'more', 'salt', 'and', 'the', 'chef', 'is', 'arrogant', 'to', 'ignore', 'this', 'fact', '.']	['salt', 'should', 'have', 'a', 'place', 'at', 'the', 'table']	['should', 'salt', 'have', 'a', 'place', 'at', 'the', 'table', '?']	"['more', 'restaurants', 'have', 'been', 'doing', 'without', 'salt', 'shakers', '.', 'some', 'chefs', 'say', 'that', ""'s"", 'sensible', '.', 'some', 'diners', 'find', 'it', 'annoying', '.']"
9950119_0_A3TKD7EJ6BM0M5	train_swap	1	['people', 'like', 'arrogant', 'chefs']	['people', 'do', 'not', 'like', 'arrogant', 'chefs']	['the', 'eater', 'might', 'want', 'more', 'salt', 'and', 'the', 'chef', 'is', 'arrogant', 'to', 'ignore', 'this', 'fact', '.']	['salt', 'should', 'have', 'a', 'place', 'at', 'the', 'table']	['should', 'salt', 'have', 'a', 'place', 'at', 'the', 'table', '?']	"['more', 'restaurants', 'have', 'been', 'doing', 'without', 'salt', 'shakers', '.', 'some', 'chefs', 'say', 'that', ""'s"", 'sensible', '.', 'some', 'diners', 'find', 'it', 'annoying', '.']"
7528422_0_AA7ASGQEOMKEZ	train_swap	1	['such', 'government', 'programs', 'are', 'more', 'effective', 'on', 'the', 'state', 'level']	['such', 'government', 'programs', 'are', 'less', 'effective', 'on', 'the', 'state', 'level']	['disasters', 'can', 'strike', 'at', 'anytime', 'in', 'the', 'usa', 'so', 'a', 'government', 'program', 'is', 'needed', '.']	['we', 'need', 'fema']	['do', 'we', 'really', 'need', 'fema', '?']	"['should', 'the', 'states', ',', 'or', 'private', 'companies', ',', 'take', 'over', 'fema', ""'s"", 'responsibilities', 'for', 'emergency', 'response', '.']"
7528422_0_AA7ASGQEOMKEZ	train_swap	0	['such', 'government', 'programs', 'are', 'less', 'effective', 'on', 'the', 'state', 'level']	['such', 'government', 'programs', 'are', 'more', 'effective', 'on', 'the', 'state', 'level']	['disasters', 'can', 'strike', 'at', 'anytime', 'in', 'the', 'usa', 'so', 'a', 'government', 'program', 'is', 'needed', '.']	['we', 'need', 'fema']	['do', 'we', 'really', 'need', 'fema', '?']	"['should', 'the', 'states', ',', 'or', 'private', 'companies', ',', 'take', 'over', 'fema', ""'s"", 'responsibilities', 'for', 'emergency', 'response', '.']"
11893023_0_A3TKD7EJ6BM0M5	train_swap	1	['the', 'government', 'could', 'come', 'up', 'with', 'a', 'proper', 'method', 'if', 'it', 'was', 'given', 'incentive']	['the', 'government', 'could', 'not', 'come', 'up', 'with', 'a', 'proper', 'method', 'if', 'it', 'was', 'given', 'incentive']	['there', 'is', 'no', 'proper', 'method', 'to', 'evaluate', 'colleges', '.']	['government', 'should', 'not', 'grade', 'colleges']	['should', 'the', 'government', 'grade', 'colleges', '?']	['should', 'the', 'government', 'rate', 'colleges', 'to', 'hold', 'them', 'accountable', 'for', 'graduation', 'rates', ',', 'student', 'debt', 'and', 'access', 'for', 'the', 'poor', 'and', 'minorities', '?']
11893023_0_A3TKD7EJ6BM0M5	train_swap	0	['the', 'government', 'could', 'not', 'come', 'up', 'with', 'a', 'proper', 'method', 'if', 'it', 'was', 'given', 'incentive']	['the', 'government', 'could', 'come', 'up', 'with', 'a', 'proper', 'method', 'if', 'it', 'was', 'given', 'incentive']	['there', 'is', 'no', 'proper', 'method', 'to', 'evaluate', 'colleges', '.']	['government', 'should', 'not', 'grade', 'colleges']	['should', 'the', 'government', 'grade', 'colleges', '?']	['should', 'the', 'government', 'rate', 'colleges', 'to', 'hold', 'them', 'accountable', 'for', 'graduation', 'rates', ',', 'student', 'debt', 'and', 'access', 'for', 'the', 'poor', 'and', 'minorities', '?']
6207424_0_A3PILUAB7LZGWQ	train_swap	0	['few', 'duel', 'citizens', 'have', 'done', 'much', 'good', 'for', 'our', 'country']	['many', 'duel', 'citizens', 'who', 'have', 'done', 'much', 'good', 'for', 'our', 'country']	['harvard', 'billionaires', 'have', 'demonstrated', 'that', 'duel', 'citizenship', 'shows', 'a', 'lack', 'of', 'commitment', 'to', 'the', 'united', 'states', '.']	['dual', 'citizenship', 'should', 'not', 'be', 'allowed']	['can', 'dual', 'citizens', 'be', 'good', 'americans', '?']	['should', 'dual', 'citizenship', 'be', 'allowed', '?', 'the', 'pros', 'and', 'cons', 'of', 'pledging', 'allegiance', 'to', 'more', 'than', 'one', 'country', '.']
6207424_0_A3PILUAB7LZGWQ	train_swap	1	['many', 'duel', 'citizens', 'who', 'have', 'done', 'much', 'good', 'for', 'our', 'country']	['few', 'duel', 'citizens', 'have', 'done', 'much', 'good', 'for', 'our', 'country']	['harvard', 'billionaires', 'have', 'demonstrated', 'that', 'duel', 'citizenship', 'shows', 'a', 'lack', 'of', 'commitment', 'to', 'the', 'united', 'states', '.']	['dual', 'citizenship', 'should', 'not', 'be', 'allowed']	['can', 'dual', 'citizens', 'be', 'good', 'americans', '?']	['should', 'dual', 'citizenship', 'be', 'allowed', '?', 'the', 'pros', 'and', 'cons', 'of', 'pledging', 'allegiance', 'to', 'more', 'than', 'one', 'country', '.']
11526420_122_A34QZDSTKZ3JO9	train_swap	0	['apps', 'always', 'work', 'well']	"['sometimes', 'apps', 'do', ""n't"", 'work', 'well']"	"['stenographers', ""'"", 'work', 'can', 'be', 'put', 'into', 'an', 'app', '.']"	['court', 'stenographers', 'are', 'not', 'necessary']	['are', 'court', 'stenographers', 'necessary', '?']	['after', 'a', 'new', 'york', 'court', 'reporter', 'left', 'behind', 'an', 'incomplete', 'record', ',', 'some', 'are', 'asking', 'whether', 'it', 'still', 'makes', 'sense', 'to', 'use', 'stenographers', 'in', 'legal', 'proceedings', '.']
11526420_122_A34QZDSTKZ3JO9	train_swap	1	"['sometimes', 'apps', 'do', ""n't"", 'work', 'well']"	['apps', 'always', 'work', 'well']	"['stenographers', ""'"", 'work', 'can', 'be', 'put', 'into', 'an', 'app', '.']"	['court', 'stenographers', 'are', 'not', 'necessary']	['are', 'court', 'stenographers', 'necessary', '?']	['after', 'a', 'new', 'york', 'court', 'reporter', 'left', 'behind', 'an', 'incomplete', 'record', ',', 'some', 'are', 'asking', 'whether', 'it', 'still', 'makes', 'sense', 'to', 'use', 'stenographers', 'in', 'legal', 'proceedings', '.']
6539424_272_A2GHGJP29KRWOQ	train_swap	0	['the', 'children', 'can', 'not', 'make', 'these', 'same', 'memories', 'when', 'they', 'vacation', 'without', 'their', 'kids']	['the', 'children', 'can', 'make', 'these', 'same', 'memories', 'when', 'they', 'vacation', 'without', 'their', 'kids']	['family', 'vacations', 'create', 'lifelong', 'memories', '.']	['parents', 'should', 'make', 'vacation', 'with', 'kids']	['are', 'family', 'vacations', 'worth', 'it', '?']	['should', 'parents', 'soldier', 'forth', 'and', 'try', 'to', 'create', 'those', 'irreplaceable', 'family', 'memories', '?', 'or', 'take', 'a', 'real', 'break', 'by', 'zipping', 'off', 'without', 'the', 'kids', '?']
6539424_272_A2GHGJP29KRWOQ	train_swap	1	['the', 'children', 'can', 'make', 'these', 'same', 'memories', 'when', 'they', 'vacation', 'without', 'their', 'kids']	['the', 'children', 'can', 'not', 'make', 'these', 'same', 'memories', 'when', 'they', 'vacation', 'without', 'their', 'kids']	['family', 'vacations', 'create', 'lifelong', 'memories', '.']	['parents', 'should', 'make', 'vacation', 'with', 'kids']	['are', 'family', 'vacations', 'worth', 'it', '?']	['should', 'parents', 'soldier', 'forth', 'and', 'try', 'to', 'create', 'those', 'irreplaceable', 'family', 'memories', '?', 'or', 'take', 'a', 'real', 'break', 'by', 'zipping', 'off', 'without', 'the', 'kids', '?']
7956728_212_A3C9GGDXBZW62D	train_swap	0	['students', 'should', 'socialize', 'with', 'each', 'other']	['students', 'should', 'not', 'socialize', 'with', 'each', 'other']	['libraries', 'allow', 'students', 'to', 'meet', 'and', 'collaborate', '.']	['we', 'need', 'libraries']	['do', 'we', 'still', 'need', 'libraries', '?']	['what', 'are', 'libraries', 'for', ',', 'and', 'how', 'should', 'they', 'evolve', '?']
7956728_212_A3C9GGDXBZW62D	train_swap	1	['students', 'should', 'not', 'socialize', 'with', 'each', 'other']	['students', 'should', 'socialize', 'with', 'each', 'other']	['libraries', 'allow', 'students', 'to', 'meet', 'and', 'collaborate', '.']	['we', 'need', 'libraries']	['do', 'we', 'still', 'need', 'libraries', '?']	['what', 'are', 'libraries', 'for', ',', 'and', 'how', 'should', 'they', 'evolve', '?']
2698616_0_A1CF6U3GF7DZEJ	train_swap	0	['america', 'should', 'prevent', 'losing', 'out', 'in', 'the', 'global', 'economy']	['america', 'is', 'going', 'to', 'lose', 'out', 'in', 'the', 'global', 'economy', 'anyway']	['americans', 'will', 'be', 'deprived', 'of', 'the', 'broader', 'and', 'deeper', 'intellect', 'they', 'need', 'to', 'compete', 'in', 'the', 'global', 'economy', 'if', 'these', 'programs', 'are', 'cut', '.']	['colleges', 'need', 'humanities', 'programs']	['do', 'colleges', 'need', 'french', 'departments', '?']	['with', 'humanities', 'programs', 'being', 'cut', 'at', 'many', 'universities', ',', 'what', 'do', 'students', 'stand', 'to', 'lose', '?']
2698616_0_A1CF6U3GF7DZEJ	train_swap	1	['america', 'is', 'going', 'to', 'lose', 'out', 'in', 'the', 'global', 'economy', 'anyway']	['america', 'should', 'prevent', 'losing', 'out', 'in', 'the', 'global', 'economy']	['americans', 'will', 'be', 'deprived', 'of', 'the', 'broader', 'and', 'deeper', 'intellect', 'they', 'need', 'to', 'compete', 'in', 'the', 'global', 'economy', 'if', 'these', 'programs', 'are', 'cut', '.']	['colleges', 'need', 'humanities', 'programs']	['do', 'colleges', 'need', 'french', 'departments', '?']	['with', 'humanities', 'programs', 'being', 'cut', 'at', 'many', 'universities', ',', 'what', 'do', 'students', 'stand', 'to', 'lose', '?']
4425815_162_A3PILUAB7LZGWQ	train_swap	1	['research', 'papers', 'are', 'widely', 'available', 'to', 'purchase', 'at', 'low', 'costs', 'online']	['research', 'papers', 'are', 'not', 'widely', 'available', 'to', 'purchase', 'at', 'low', 'costs', 'online']	['good', 'research', 'papers', 'will', 'require', 'students', 'to', 'access', 'real', 'books', 'and', 'information', '.']	['research', 'papers', 'are', 'a', 'useful', 'exercise', 'for', 'college', 'students']	['are', 'research', 'papers', 'a', 'waste', 'of', 'time', '?']	['has', 'the', 'internet', 'made', 'research', 'papers', 'a', 'useless', 'exercise', 'for', 'college', 'students', '?', 'is', 'there', 'a', 'better', 'way', 'to', 'assess', 'knowledge', '?']
4425815_162_A3PILUAB7LZGWQ	train_swap	0	['research', 'papers', 'are', 'not', 'widely', 'available', 'to', 'purchase', 'at', 'low', 'costs', 'online']	['research', 'papers', 'are', 'widely', 'available', 'to', 'purchase', 'at', 'low', 'costs', 'online']	['good', 'research', 'papers', 'will', 'require', 'students', 'to', 'access', 'real', 'books', 'and', 'information', '.']	['research', 'papers', 'are', 'a', 'useful', 'exercise', 'for', 'college', 'students']	['are', 'research', 'papers', 'a', 'waste', 'of', 'time', '?']	['has', 'the', 'internet', 'made', 'research', 'papers', 'a', 'useless', 'exercise', 'for', 'college', 'students', '?', 'is', 'there', 'a', 'better', 'way', 'to', 'assess', 'knowledge', '?']
6129077_395_A104V8NZIQFN2F	train_swap	1	['vitamin', 'enrichment', 'is', 'not', 'a', 'natural', 'process']	['vitamin', 'enrichment', 'is', 'a', 'natural', 'process']	['vegan', 'options', 'like', 'juices', 'and', 'replacement', 'items', 'are', 'enriched', 'with', 'vitamins', '.']	['veganism', 'is', 'good', 'for', 'everyone']	['is', 'veganism', 'good', 'for', 'everyone', '?']	"['maybe', 'some', 'of', 'us', 'simply', 'were', ""n't"", 'built', 'to', 'be', 'vegans', '.', 'is', 'the', 'diet', 'good', 'for', 'everyone', '?']"
6129077_395_A104V8NZIQFN2F	train_swap	0	['vitamin', 'enrichment', 'is', 'a', 'natural', 'process']	['vitamin', 'enrichment', 'is', 'not', 'a', 'natural', 'process']	['vegan', 'options', 'like', 'juices', 'and', 'replacement', 'items', 'are', 'enriched', 'with', 'vitamins', '.']	['veganism', 'is', 'good', 'for', 'everyone']	['is', 'veganism', 'good', 'for', 'everyone', '?']	"['maybe', 'some', 'of', 'us', 'simply', 'were', ""n't"", 'built', 'to', 'be', 'vegans', '.', 'is', 'the', 'diet', 'good', 'for', 'everyone', '?']"
12535548_0_A34QZDSTKZ3JO9	train_swap	0	['the', 'sizes', 'of', 'the', 'printers', 'will', 'matter']	"['the', 'sizes', 'of', 'the', 'printers', 'wo', ""n't"", 'matter']"	['most', 'consumers', 'will', 'have', 'various', 'sizes', 'of', '3-d', 'printers', '.']	['3-d', 'printing', 'will', 'change', 'the', 'world']	['will', '3-d', 'printing', 'change', 'the', 'world', '?']	"['for', 'all', 'the', 'hype', 'over', 'three', '-', 'dimensional', 'printing', ',', 'it', ""'s"", 'still', 'unclear', 'exactly', 'how', 'and', 'when', 'it', 'will', 'have', 'an', 'impact', 'on', 'our', 'daily', 'lives', '.']"
12535548_0_A34QZDSTKZ3JO9	train_swap	1	"['the', 'sizes', 'of', 'the', 'printers', 'wo', ""n't"", 'matter']"	['the', 'sizes', 'of', 'the', 'printers', 'will', 'matter']	['most', 'consumers', 'will', 'have', 'various', 'sizes', 'of', '3-d', 'printers', '.']	['3-d', 'printing', 'will', 'change', 'the', 'world']	['will', '3-d', 'printing', 'change', 'the', 'world', '?']	"['for', 'all', 'the', 'hype', 'over', 'three', '-', 'dimensional', 'printing', ',', 'it', ""'s"", 'still', 'unclear', 'exactly', 'how', 'and', 'when', 'it', 'will', 'have', 'an', 'impact', 'on', 'our', 'daily', 'lives', '.']"
12070390_173_A3TKD7EJ6BM0M5	train_swap	1	['those', 'with', 'the', 'most', 'money', 'should', 'get', 'into', 'popular', 'restaurants']	['those', 'with', 'the', 'most', 'money', 'can', 'already', 'get', 'into', 'popular', 'restaurants']	['those', 'with', 'the', 'most', 'money', 'will', 'always', 'come', 'out', 'on', 'top', '.']	['the', 'new', 'apps', 'is', 'a', 'way', 'to', 'sell', 'what', 'was', 'once', 'free']	['should', 'restaurant', 'reservations', 'be', 'for', 'sale', '?']	['do', 'new', 'apps', 'usefully', 'provide', 'a', 'way', 'for', 'people', 'to', 'get', 'into', 'popular', 'restaurants', ',', 'or', 'are', 'they', 'just', 'another', 'way', 'to', 'sell', 'what', 'was', 'once', 'free', '?']
12070390_173_A3TKD7EJ6BM0M5	train_swap	0	['those', 'with', 'the', 'most', 'money', 'can', 'already', 'get', 'into', 'popular', 'restaurants']	['those', 'with', 'the', 'most', 'money', 'should', 'get', 'into', 'popular', 'restaurants']	['those', 'with', 'the', 'most', 'money', 'will', 'always', 'come', 'out', 'on', 'top', '.']	['the', 'new', 'apps', 'is', 'a', 'way', 'to', 'sell', 'what', 'was', 'once', 'free']	['should', 'restaurant', 'reservations', 'be', 'for', 'sale', '?']	['do', 'new', 'apps', 'usefully', 'provide', 'a', 'way', 'for', 'people', 'to', 'get', 'into', 'popular', 'restaurants', ',', 'or', 'are', 'they', 'just', 'another', 'way', 'to', 'sell', 'what', 'was', 'once', 'free', '?']
4426679_537_A34QZDSTKZ3JO9	train_swap	1	['people', 'can', 'tell', 'the', 'difference', 'between', 'fact', 'and', 'fiction']	"['people', 'ca', ""n't"", 'tell', 'the', 'difference', 'between', 'fact', 'and', 'fiction']"	['research', 'papers', 'ensure', 'that', 'scholars', ',', 'engineers', 'and', 'scientists', 'can', 'distinguish', 'between', 'fact', 'and', 'fiction', '.']	['research', 'papers', 'are', 'a', 'useful', 'exercise', 'for', 'college', 'students']	['are', 'research', 'papers', 'a', 'waste', 'of', 'time', '?']	['has', 'the', 'internet', 'made', 'research', 'papers', 'a', 'useless', 'exercise', 'for', 'college', 'students', '?', 'is', 'there', 'a', 'better', 'way', 'to', 'assess', 'knowledge', '?']
4426679_537_A34QZDSTKZ3JO9	train_swap	0	"['people', 'ca', ""n't"", 'tell', 'the', 'difference', 'between', 'fact', 'and', 'fiction']"	['people', 'can', 'tell', 'the', 'difference', 'between', 'fact', 'and', 'fiction']	['research', 'papers', 'ensure', 'that', 'scholars', ',', 'engineers', 'and', 'scientists', 'can', 'distinguish', 'between', 'fact', 'and', 'fiction', '.']	['research', 'papers', 'are', 'a', 'useful', 'exercise', 'for', 'college', 'students']	['are', 'research', 'papers', 'a', 'waste', 'of', 'time', '?']	['has', 'the', 'internet', 'made', 'research', 'papers', 'a', 'useless', 'exercise', 'for', 'college', 'students', '?', 'is', 'there', 'a', 'better', 'way', 'to', 'assess', 'knowledge', '?']
5446557_184_A2OZTBCBOCHF9E	train_swap	0	['college', 'students', 'support', 'themselves']	['college', 'students', 'are', 'supported', 'by', 'their', 'parents']	['only', 'people', 'with', 'money', 'can', 'afford', 'to', 'be', 'unpaid', 'interns', 'since', 'some', 'people', 'need', 'to', 'work', 'to', 'support', 'them', 'self', 'or', 'pay', 'their', 'loans', '.']	['unpaid', 'internship', 'exploit', 'college', 'students']	['do', 'unpaid', 'internships', 'exploit', 'college', 'students', '?']	['should', 'the', 'government', 'get', 'tough', 'to', 'protect', 'unpaid', 'interns', ',', 'or', 'are', 'internships', 'a', 'win', '-', 'win', '?']
5446557_184_A2OZTBCBOCHF9E	train_swap	1	['college', 'students', 'are', 'supported', 'by', 'their', 'parents']	['college', 'students', 'support', 'themselves']	['only', 'people', 'with', 'money', 'can', 'afford', 'to', 'be', 'unpaid', 'interns', 'since', 'some', 'people', 'need', 'to', 'work', 'to', 'support', 'them', 'self', 'or', 'pay', 'their', 'loans', '.']	['unpaid', 'internship', 'exploit', 'college', 'students']	['do', 'unpaid', 'internships', 'exploit', 'college', 'students', '?']	['should', 'the', 'government', 'get', 'tough', 'to', 'protect', 'unpaid', 'interns', ',', 'or', 'are', 'internships', 'a', 'win', '-', 'win', '?']
4963738_276_AYFOAD75CRBKE	train_swap	0	['no', 'laws', 'protect', 'other', 'body', 'issues']	['laws', 'protect', 'other', 'body', 'issues']	['obesity', 'is', 'a', 'choice', ',', 'not', 'something', 'forced', 'on', 'someone', '.']	['legislation', 'should', 'not', 'protect', 'obese']	['should', 'legislation', 'protect', 'the', 'obese', '?']	['should', 'it', 'be', 'illegal', 'for', 'businesses', 'to', 'discriminate', 'against', 'unhealthy', 'and', 'heavily', 'overweight', 'applicants', '?']
4963738_276_AYFOAD75CRBKE	train_swap	1	['laws', 'protect', 'other', 'body', 'issues']	['no', 'laws', 'protect', 'other', 'body', 'issues']	['obesity', 'is', 'a', 'choice', ',', 'not', 'something', 'forced', 'on', 'someone', '.']	['legislation', 'should', 'not', 'protect', 'obese']	['should', 'legislation', 'protect', 'the', 'obese', '?']	['should', 'it', 'be', 'illegal', 'for', 'businesses', 'to', 'discriminate', 'against', 'unhealthy', 'and', 'heavily', 'overweight', 'applicants', '?']
7952666_0_A34QZDSTKZ3JO9	train_swap	0	"['people', 'do', ""n't"", 'only', 'use', 'digital', 'media', 'these', 'days']"	['people', 'only', 'use', 'digital', 'media', 'these', 'days']	['libraries', 'will', 'keep', 'print', 'media', 'alive', '.']	['we', 'need', 'libraries']	['do', 'we', 'still', 'need', 'libraries', '?']	['what', 'are', 'libraries', 'for', ',', 'and', 'how', 'should', 'they', 'evolve', '?']
7952666_0_A34QZDSTKZ3JO9	train_swap	1	['people', 'only', 'use', 'digital', 'media', 'these', 'days']	"['people', 'do', ""n't"", 'only', 'use', 'digital', 'media', 'these', 'days']"	['libraries', 'will', 'keep', 'print', 'media', 'alive', '.']	['we', 'need', 'libraries']	['do', 'we', 'still', 'need', 'libraries', '?']	['what', 'are', 'libraries', 'for', ',', 'and', 'how', 'should', 'they', 'evolve', '?']
11653691_291_A1DJNUJZN8FE7N	train_swap	0	['that', 'was', 'only', '70', 'years', 'ago']	['that', 'was', 'almost', '70', 'years', 'ago']	['jorday', ',', 'egypt', ',', 'syria', 'and', 'lebanon', 'attacked', 'israel', 'in', '1948', '.']	"['hamas', '-', 'fatah', 'unity', 'ca', ""n't"", 'lead', 'to', 'mideast', 'peace']"	['can', 'hamas', '-', 'fatah', 'unity', 'lead', 'to', 'mideast', 'peace', '?']	['will', 'a', 'reconciliation', 'between', 'fatah', 'and', 'hamas', 'improve', 'the', 'chances', 'of', 'arab', '-', 'israeli', 'peace', ',', 'which', 'have', 'dimmed', 'as', 'u.s', '.-', 'backed', 'talks', 'foundered', '?']
11653691_291_A1DJNUJZN8FE7N	train_swap	1	['that', 'was', 'almost', '70', 'years', 'ago']	['that', 'was', 'only', '70', 'years', 'ago']	['jorday', ',', 'egypt', ',', 'syria', 'and', 'lebanon', 'attacked', 'israel', 'in', '1948', '.']	"['hamas', '-', 'fatah', 'unity', 'ca', ""n't"", 'lead', 'to', 'mideast', 'peace']"	['can', 'hamas', '-', 'fatah', 'unity', 'lead', 'to', 'mideast', 'peace', '?']	['will', 'a', 'reconciliation', 'between', 'fatah', 'and', 'hamas', 'improve', 'the', 'chances', 'of', 'arab', '-', 'israeli', 'peace', ',', 'which', 'have', 'dimmed', 'as', 'u.s', '.-', 'backed', 'talks', 'foundered', '?']
10226499_137_A104V8NZIQFN2F	train_swap	1	['casinos', 'are', 'built', 'out', 'in', 'the', 'middle', 'of', 'nowhere']	['casinos', 'are', 'not', 'built', 'out', 'in', 'the', 'middle', 'of', 'nowhere']	['the', 'areas', 'around', 'the', 'casinos', 'do', 'not', 'benefit', '.']	['casinos', 'are', 'too', 'much', 'of', 'a', 'gamble']	['are', 'casinos', 'too', 'much', 'of', 'a', 'gamble', '?']	['do', 'the', 'economic', 'and', 'fiscal', 'benefits', 'of', 'casinos', 'outweigh', 'their', 'social', 'and', 'economic', 'costs', '?']
10226499_137_A104V8NZIQFN2F	train_swap	0	['casinos', 'are', 'not', 'built', 'out', 'in', 'the', 'middle', 'of', 'nowhere']	['casinos', 'are', 'built', 'out', 'in', 'the', 'middle', 'of', 'nowhere']	['the', 'areas', 'around', 'the', 'casinos', 'do', 'not', 'benefit', '.']	['casinos', 'are', 'too', 'much', 'of', 'a', 'gamble']	['are', 'casinos', 'too', 'much', 'of', 'a', 'gamble', '?']	['do', 'the', 'economic', 'and', 'fiscal', 'benefits', 'of', 'casinos', 'outweigh', 'their', 'social', 'and', 'economic', 'costs', '?']
3122701_455_APW9F8OTJ4KXO	train_swap	1	['attention', 'is', 'being', 'drawn', 'to', 'this', 'fact', ',', 'changes', 'are', 'being', 'made', 'to', 'increase', 'their', 'safety']	['changes', 'are', 'not', 'being', 'made', 'to', 'increase', 'their', 'safety']	['new', 'york', 'bike', 'lanes', 'are', 'unsafe', 'for', 'the', 'riders', '.']	"['new', 'york', ""'s"", 'bike', 'lanes', 'are', 'not', 'working']"	"['are', 'new', 'york', ""'s"", 'bike', 'lanes', 'working', '?']"	"['mayor', 'koch', ""'s"", 'bicycle', 'network', 'died', 'quickly', '.', 'mayor', 'bloomberg', ""'s"", 'is', 'remaking', 'the', 'streets', 'of', 'the', 'city', '.', 'what', 'is', 'the', 'verdict', 'so', 'far', '?']"
3122701_455_APW9F8OTJ4KXO	train_swap	0	['changes', 'are', 'not', 'being', 'made', 'to', 'increase', 'their', 'safety']	['attention', 'is', 'being', 'drawn', 'to', 'this', 'fact', ',', 'changes', 'are', 'being', 'made', 'to', 'increase', 'their', 'safety']	['new', 'york', 'bike', 'lanes', 'are', 'unsafe', 'for', 'the', 'riders', '.']	"['new', 'york', ""'s"", 'bike', 'lanes', 'are', 'not', 'working']"	"['are', 'new', 'york', ""'s"", 'bike', 'lanes', 'working', '?']"	"['mayor', 'koch', ""'s"", 'bicycle', 'network', 'died', 'quickly', '.', 'mayor', 'bloomberg', ""'s"", 'is', 'remaking', 'the', 'streets', 'of', 'the', 'city', '.', 'what', 'is', 'the', 'verdict', 'so', 'far', '?']"
