#id	set	correctLabelW0orW1	warrant0	warrant1	reason	claim	debateTitle	debateInfo
14666389_480_A1CF6U3GF7DZEJ	dev	0	['the', 'excuse', 'is', 'rarely', 'warranted']	['the', 'excuse', 'is', 'sometimes', 'warranted']	['Police', 'use', 'the', 'excuse', 'of', 'fear', 'for', 'life', 'to', 'abuse', 'use', 'of', 'force', '.']	['Police', 'is', 'too', 'willing', 'to', 'use', 'force']	['Do', 'Police', 'Use', 'Deadly', 'Force', 'Too', 'Often', '?']	['Have', 'police', 'officers', 'become', 'too', 'willing', 'to', 'use', 'force', 'or', 'are', 'they', 'reacting', 'to', 'the', 'dangers', 'they', 'face', 'every', 'day', '?']
13303812_159_A2GHGJP29KRWOQ	train_swap	1	['most', 'people', 'understand', 'that', 'natural', 'does', 'not', 'mean', 'healthy']	"['most', 'people', 'do', ""n't"", 'understand', 'that', 'natural', 'does', 'not', 'mean', 'healthy']"	"['Labeling', 'a', 'product', 'with', '""', 'natural', '""', 'is', 'an', 'attempt', 'to', 'portray', 'the', 'food', 'as', '""', 'healthy', '""', ',', 'but', 'is', 'often', 'not', 'the', 'case', '.']"	"['Restrict', 'use', 'of', 'the', 'word', '""', 'natural', '""', 'on', 'food', 'labels']"	"['What', 'Makes', ""'"", 'Natural', ""'"", 'Natural', '?']"	"['Should', 'the', 'F.D.A.', 'restrict', 'use', 'of', 'the', 'word', '""', 'natural', '""', 'on', 'food', 'labels', '?']"
13303812_159_A2GHGJP29KRWOQ	train_swap	0	"['most', 'people', 'do', ""n't"", 'understand', 'that', 'natural', 'does', 'not', 'mean', 'healthy']"	['most', 'people', 'understand', 'that', 'natural', 'does', 'not', 'mean', 'healthy']	"['Labeling', 'a', 'product', 'with', '""', 'natural', '""', 'is', 'an', 'attempt', 'to', 'portray', 'the', 'food', 'as', '""', 'healthy', '""', ',', 'but', 'is', 'often', 'not', 'the', 'case', '.']"	"['Restrict', 'use', 'of', 'the', 'word', '""', 'natural', '""', 'on', 'food', 'labels']"	"['What', 'Makes', ""'"", 'Natural', ""'"", 'Natural', '?']"	"['Should', 'the', 'F.D.A.', 'restrict', 'use', 'of', 'the', 'word', '""', 'natural', '""', 'on', 'food', 'labels', '?']"
3526042_138_A3TKD7EJ6BM0M5	train_swap	0	['fewer', 'tourists', 'at', 'attractions', 'is', 'not', 'best', 'for', 'New', 'Yorkers']	['fewer', 'tourists', 'at', 'attractions', 'is', 'best', 'for', 'New', 'Yorkers']	['The', 'parking', 'problems', 'caused', 'by', 'the', 'bike', 'lanes', 'are', 'ruining', 'attractions', '.']	"['New', 'York', ""'s"", 'bike', 'lanes', 'are', 'not', 'working']"	"['Are', 'New', 'York', ""'s"", 'Bike', 'Lanes', 'Working', '?']"	"['Mayor', 'Koch', ""'s"", 'bicycle', 'network', 'died', 'quickly', '.', 'Mayor', 'Bloomberg', ""'s"", 'is', 'remaking', 'the', 'streets', 'of', 'the', 'city', '.', 'What', 'is', 'the', 'verdict', 'so', 'far', '?']"
3526042_138_A3TKD7EJ6BM0M5	train_swap	1	['fewer', 'tourists', 'at', 'attractions', 'is', 'best', 'for', 'New', 'Yorkers']	['fewer', 'tourists', 'at', 'attractions', 'is', 'not', 'best', 'for', 'New', 'Yorkers']	['The', 'parking', 'problems', 'caused', 'by', 'the', 'bike', 'lanes', 'are', 'ruining', 'attractions', '.']	"['New', 'York', ""'s"", 'bike', 'lanes', 'are', 'not', 'working']"	"['Are', 'New', 'York', ""'s"", 'Bike', 'Lanes', 'Working', '?']"	"['Mayor', 'Koch', ""'s"", 'bicycle', 'network', 'died', 'quickly', '.', 'Mayor', 'Bloomberg', ""'s"", 'is', 'remaking', 'the', 'streets', 'of', 'the', 'city', '.', 'What', 'is', 'the', 'verdict', 'so', 'far', '?']"
5475504_203_AE861G0AY5RGT	train_swap	0	['there', 'are', 'prejudices', 'that', 'need', 'to', 'be', 'overcome', 'as', 'a', 'home', 'schooled', 'student']	['there', 'is', 'no', 'prejudice', 'that', 'needed', 'to', 'be', 'overcome', 'as', 'a', 'home', 'schooled', 'student']	['If', 'they', 'play', 'for', 'high', 'school', 'team', 'maybe', 'they', 'can', 'overcome', 'the', 'prejudice', 'of', 'being', 'home', 'schooled', '.']	['Home', '-', 'schoolers', 'should', 'play', 'for', 'high', 'school', 'teams']	['Should', 'Home', '-', 'Schoolers', 'Play', 'for', 'High', 'School', 'Teams', '?']	"['Home', '-', 'schoolers', 'may', 'not', 'want', 'their', 'children', 'in', 'the', 'classroom', 'but', 'they', ""'d"", 'like', 'to', 'see', 'them', 'on', 'the', 'football', 'field', '.', 'Is', 'that', 'their', 'right', '?']"
5475504_203_AE861G0AY5RGT	train_swap	1	['there', 'is', 'no', 'prejudice', 'that', 'needed', 'to', 'be', 'overcome', 'as', 'a', 'home', 'schooled', 'student']	['there', 'are', 'prejudices', 'that', 'need', 'to', 'be', 'overcome', 'as', 'a', 'home', 'schooled', 'student']	['If', 'they', 'play', 'for', 'high', 'school', 'team', 'maybe', 'they', 'can', 'overcome', 'the', 'prejudice', 'of', 'being', 'home', 'schooled', '.']	['Home', '-', 'schoolers', 'should', 'play', 'for', 'high', 'school', 'teams']	['Should', 'Home', '-', 'Schoolers', 'Play', 'for', 'High', 'School', 'Teams', '?']	"['Home', '-', 'schoolers', 'may', 'not', 'want', 'their', 'children', 'in', 'the', 'classroom', 'but', 'they', ""'d"", 'like', 'to', 'see', 'them', 'on', 'the', 'football', 'field', '.', 'Is', 'that', 'their', 'right', '?']"
6022328_10_A1CF6U3GF7DZEJ	train_swap	0	"['vegans', 'ca', ""n't"", 'figure', 'out', 'how', 'to', 'eat', 'without', 'being', 'at', 'risk']"	['vegans', 'can', 'figure', 'out', 'how', 'to', 'eat', 'without', 'being', 'at', 'risk']	['Humans', 'are', 'naturally', 'omnivorous', ',', 'as', 'dictated', 'by', 'our', 'physiological', 'needs', ',', 'and', 'veganism', 'is', 'a', 'health', 'risk', '.']	['Veganism', 'is', 'not', 'good', 'for', 'everyone']	['Is', 'Veganism', 'Good', 'For', 'Everyone', '?']	"['Maybe', 'some', 'of', 'us', 'simply', 'were', ""n't"", 'built', 'to', 'be', 'vegans', '.', 'Is', 'the', 'diet', 'good', 'for', 'everyone', '?']"
6022328_10_A1CF6U3GF7DZEJ	train_swap	1	['vegans', 'can', 'figure', 'out', 'how', 'to', 'eat', 'without', 'being', 'at', 'risk']	"['vegans', 'ca', ""n't"", 'figure', 'out', 'how', 'to', 'eat', 'without', 'being', 'at', 'risk']"	['Humans', 'are', 'naturally', 'omnivorous', ',', 'as', 'dictated', 'by', 'our', 'physiological', 'needs', ',', 'and', 'veganism', 'is', 'a', 'health', 'risk', '.']	['Veganism', 'is', 'not', 'good', 'for', 'everyone']	['Is', 'Veganism', 'Good', 'For', 'Everyone', '?']	"['Maybe', 'some', 'of', 'us', 'simply', 'were', ""n't"", 'built', 'to', 'be', 'vegans', '.', 'Is', 'the', 'diet', 'good', 'for', 'everyone', '?']"
10396017_407_A1CF6U3GF7DZEJ	train_swap	1	"['we', 'really', 'do', ""n't"", 'that', 'many', 'tradespeople']"	['we', 'really', 'need', 'more', 'trades', 'people']	['It', 'can', 'provide', 'more', 'vocational', 'training', 'which', 'will', 'better', 'prepare', 'students', 'to', 'handle', 'their', 'future', 'jobs', 'better', '.']	['High', 'school', 'should', 'last', 'six', 'years']	['Should', 'High', 'School', 'Last', 'Six', 'Years', '?']	['President', 'Obama', 'recently', 'visited', 'a', 'six', '-', 'year', 'high', 'school', ',', 'highlighting', 'it', 'as', 'a', 'model', 'for', 'the', 'rest', 'of', 'the', 'U.S.', 'Should', 'it', 'be', 'replicated', '?']
10396017_407_A1CF6U3GF7DZEJ	train_swap	0	['we', 'really', 'need', 'more', 'trades', 'people']	"['we', 'really', 'do', ""n't"", 'that', 'many', 'tradespeople']"	['It', 'can', 'provide', 'more', 'vocational', 'training', 'which', 'will', 'better', 'prepare', 'students', 'to', 'handle', 'their', 'future', 'jobs', 'better', '.']	['High', 'school', 'should', 'last', 'six', 'years']	['Should', 'High', 'School', 'Last', 'Six', 'Years', '?']	['President', 'Obama', 'recently', 'visited', 'a', 'six', '-', 'year', 'high', 'school', ',', 'highlighting', 'it', 'as', 'a', 'model', 'for', 'the', 'rest', 'of', 'the', 'U.S.', 'Should', 'it', 'be', 'replicated', '?']
6953350_0_APW9F8OTJ4KXO	train_swap	1	['supporting', 'an', 'unappreciative', 'country', 'only', 'makes', 'the', 'US', 'look', 'selfless', 'and', 'charitable']	['supporting', 'an', 'unappreciative', 'country', 'only', 'makes', 'the', 'US', 'look', 'dumb', 'and', 'stingy']	"['Israel', 'does', ""n't"", 'appreciate', 'what', 'we', 'give', 'them', '.']"	['Supporting', 'Israel', 'hurts']	['Has', 'Support', 'for', 'Israel', 'Hurt', 'U.S.', 'Credibility', '?']	['Is', 'support', 'for', 'Israel', 'so', 'entrenched', 'in', 'American', 'politics', 'that', 'the', 'U.S.', 'has', 'lost', 'credibility', 'and', 'influence', 'in', 'the', 'Middle', 'East', '?']
6953350_0_APW9F8OTJ4KXO	train_swap	0	['supporting', 'an', 'unappreciative', 'country', 'only', 'makes', 'the', 'US', 'look', 'dumb', 'and', 'stingy']	['supporting', 'an', 'unappreciative', 'country', 'only', 'makes', 'the', 'US', 'look', 'selfless', 'and', 'charitable']	"['Israel', 'does', ""n't"", 'appreciate', 'what', 'we', 'give', 'them', '.']"	['Supporting', 'Israel', 'hurts']	['Has', 'Support', 'for', 'Israel', 'Hurt', 'U.S.', 'Credibility', '?']	['Is', 'support', 'for', 'Israel', 'so', 'entrenched', 'in', 'American', 'politics', 'that', 'the', 'U.S.', 'has', 'lost', 'credibility', 'and', 'influence', 'in', 'the', 'Middle', 'East', '?']
11965227_391_A3TKD7EJ6BM0M5	train_swap	0	['a', 'regulated', 'market', 'deters', 'children', 'from', 'getting', 'involved']	['a', 'dangerous', 'market', 'deters', 'children', 'from', 'getting', 'involved']	['A', 'regulated', 'market', 'has', 'replaced', 'an', 'unregulated', 'and', 'dangerous', 'black', 'market', '.']	"['Colorado', 'did', ""n't"", 'go', 'too', 'far', 'with', 'pot']"	['Did', 'Colorado', 'Go', 'Too', 'Far', 'With', 'Pot', '?']	['Was', 'the', 'move', 'to', 'legalize', 'marijuana', 'done', 'too', 'quickly', '?', 'Do', 'changes', 'need', 'to', 'be', 'made', 'to', 'their', 'approach', '?']
11965227_391_A3TKD7EJ6BM0M5	train_swap	1	['a', 'dangerous', 'market', 'deters', 'children', 'from', 'getting', 'involved']	['a', 'regulated', 'market', 'deters', 'children', 'from', 'getting', 'involved']	['A', 'regulated', 'market', 'has', 'replaced', 'an', 'unregulated', 'and', 'dangerous', 'black', 'market', '.']	"['Colorado', 'did', ""n't"", 'go', 'too', 'far', 'with', 'pot']"	['Did', 'Colorado', 'Go', 'Too', 'Far', 'With', 'Pot', '?']	['Was', 'the', 'move', 'to', 'legalize', 'marijuana', 'done', 'too', 'quickly', '?', 'Do', 'changes', 'need', 'to', 'be', 'made', 'to', 'their', 'approach', '?']
9952573_220_A1HKYY6XI2OHO1	train_swap	0	"['people', 'go', 'out', 'to', 'eat', 'when', 'they', 'want', 'control', 'over', 'what', 'they', ""'re"", 'shoving', 'into', 'their', 'mouth']"	"['no', 'one', 'goes', 'out', 'to', 'eat', 'if', 'they', 'want', 'control', 'over', 'what', 'they', ""'re"", 'shoving', 'into', 'their', 'mouth']"	['Salt', 'shakers', 'permit', 'diners', 'to', 'control', 'the', 'amount', 'of', 'salt', 'in', 'their', 'food', '.']	['Salt', 'should', 'have', 'a', 'place', 'at', 'the', 'table']	['Should', 'Salt', 'Have', 'a', 'Place', 'at', 'the', 'Table', '?']	"['More', 'restaurants', 'have', 'been', 'doing', 'without', 'salt', 'shakers', '.', 'Some', 'chefs', 'say', 'that', ""'s"", 'sensible', '.', 'Some', 'diners', 'find', 'it', 'annoying', '.']"
9952573_220_A1HKYY6XI2OHO1	train_swap	1	"['no', 'one', 'goes', 'out', 'to', 'eat', 'if', 'they', 'want', 'control', 'over', 'what', 'they', ""'re"", 'shoving', 'into', 'their', 'mouth']"	"['people', 'go', 'out', 'to', 'eat', 'when', 'they', 'want', 'control', 'over', 'what', 'they', ""'re"", 'shoving', 'into', 'their', 'mouth']"	['Salt', 'shakers', 'permit', 'diners', 'to', 'control', 'the', 'amount', 'of', 'salt', 'in', 'their', 'food', '.']	['Salt', 'should', 'have', 'a', 'place', 'at', 'the', 'table']	['Should', 'Salt', 'Have', 'a', 'Place', 'at', 'the', 'Table', '?']	"['More', 'restaurants', 'have', 'been', 'doing', 'without', 'salt', 'shakers', '.', 'Some', 'chefs', 'say', 'that', ""'s"", 'sensible', '.', 'Some', 'diners', 'find', 'it', 'annoying', '.']"
7545952_11_A1CF6U3GF7DZEJ	train_swap	0	['I', 'mind', 'watching', 'bad', 'tv']	"['I', 'die', 'a', 'little', 'but', 'still', 'do', ""n't"", 'mind', 'bad', 'tv']"	['Reality', 'shows', 'cause', 'me', 'to', 'die', 'a', 'little', 'whenever', 'I', 'see', 'them', 'advertised', 'even', 'though', 'I', 'have', 'watched', 'them', 'at', 'times', '.']	['Reality', 'shows', 'are', 'worse', 'than', 'other', 'TV']	['Are', 'Reality', 'Shows', 'Worse', 'Than', 'Other', 'TV', '?']	['Is', 'a', 'bad', 'reality', 'show', 'worse', 'than', 'a', 'bad', 'sit', '-', 'com', '?', 'Is', 'a', 'compelling', 'one', 'less', 'important', 'than', 'a', 'compelling', 'scripted', 'drama', '?']
7545952_11_A1CF6U3GF7DZEJ	train_swap	1	"['I', 'die', 'a', 'little', 'but', 'still', 'do', ""n't"", 'mind', 'bad', 'tv']"	['I', 'mind', 'watching', 'bad', 'tv']	['Reality', 'shows', 'cause', 'me', 'to', 'die', 'a', 'little', 'whenever', 'I', 'see', 'them', 'advertised', 'even', 'though', 'I', 'have', 'watched', 'them', 'at', 'times', '.']	['Reality', 'shows', 'are', 'worse', 'than', 'other', 'TV']	['Are', 'Reality', 'Shows', 'Worse', 'Than', 'Other', 'TV', '?']	['Is', 'a', 'bad', 'reality', 'show', 'worse', 'than', 'a', 'bad', 'sit', '-', 'com', '?', 'Is', 'a', 'compelling', 'one', 'less', 'important', 'than', 'a', 'compelling', 'scripted', 'drama', '?']
8832426_496_A3C9GGDXBZW62D	train_swap	1	['we', 'need', 'athletes', 'to', 'be', 'trained', 'for', 'professional', 'teams']	['we', 'do', 'not', 'need', 'athletes', 'to', 'be', 'trained', 'for', 'professional', 'teams']	['Intramural', 'and', 'interscholastic', 'have', 'a', 'place', 'but', 'not', 'college', 'sports', 'which', 'just', 'train', 'athletes', 'for', 'professional', 'teams', '.']	['Drop', 'sports', 'program', 'in', 'undergraduate', 'schools']	['Dropping', 'the', 'Ball']	['Should', 'more', 'undergraduate', 'schools', 'follow', 'in', 'the', 'footsteps', 'of', 'Spelman', 'College', 'and', 'consider', 'dropping', 'intercollegiate', 'sports', 'programs', '?']
8832426_496_A3C9GGDXBZW62D	train_swap	0	['we', 'do', 'not', 'need', 'athletes', 'to', 'be', 'trained', 'for', 'professional', 'teams']	['we', 'need', 'athletes', 'to', 'be', 'trained', 'for', 'professional', 'teams']	['Intramural', 'and', 'interscholastic', 'have', 'a', 'place', 'but', 'not', 'college', 'sports', 'which', 'just', 'train', 'athletes', 'for', 'professional', 'teams', '.']	['Drop', 'sports', 'program', 'in', 'undergraduate', 'schools']	['Dropping', 'the', 'Ball']	['Should', 'more', 'undergraduate', 'schools', 'follow', 'in', 'the', 'footsteps', 'of', 'Spelman', 'College', 'and', 'consider', 'dropping', 'intercollegiate', 'sports', 'programs', '?']
10346152_0_A2JKETV64OU7DY	train_swap	0	['police', 'officers', 'have', 'no', 'right', 'to', 'privacy', 'in', 'many', 'situations', '.']	['police', 'officers', 'also', 'have', 'the', 'right', 'to', 'privacy', 'in', 'many', 'situations', '.']	['Cameras', 'should', 'monitor', 'police', 'officers', '24/7', '.']	['Police', 'officers', 'should', 'be', 'required', 'to', 'wear', 'cameras']	['If', 'Police', 'Encounters', 'Were', 'Filmed']	['Should', 'police', 'officers', 'be', 'required', 'to', 'wear', 'cameras', 'that', 'record', 'their', 'interactions', 'with', 'the', 'public', '?']
10346152_0_A2JKETV64OU7DY	train_swap	1	['police', 'officers', 'also', 'have', 'the', 'right', 'to', 'privacy', 'in', 'many', 'situations', '.']	['police', 'officers', 'have', 'no', 'right', 'to', 'privacy', 'in', 'many', 'situations', '.']	['Cameras', 'should', 'monitor', 'police', 'officers', '24/7', '.']	['Police', 'officers', 'should', 'be', 'required', 'to', 'wear', 'cameras']	['If', 'Police', 'Encounters', 'Were', 'Filmed']	['Should', 'police', 'officers', 'be', 'required', 'to', 'wear', 'cameras', 'that', 'record', 'their', 'interactions', 'with', 'the', 'public', '?']
3639835_338_A3PILUAB7LZGWQ	train_swap	0	['money', 'will', 'not', 'be', 'saved', 'all', 'the', 'way', 'around']	['money', 'will', 'be', 'saved', 'all', 'the', 'way', 'around']	['The', 'only', 'interest', 'of', 'the', 'private', 'sector', 'is', 'the', 'bottom', 'line', 'profits', '.']	['Privatization', 'is', 'a', 'bad', 'deal', 'for', 'cities', 'and', 'states']	['Is', 'Privatization', 'a', 'Bad', 'Deal', 'for', 'Cities', 'and', 'States', '?']	['To', 'save', 'money', ',', 'New', 'York', 'is', 'turning', 'the', 'clock', 'back', 'on', 'outsourcing', 'by', 'replacing', 'private', 'contractors', 'with', 'city', 'workers', '.']
3639835_338_A3PILUAB7LZGWQ	train_swap	1	['money', 'will', 'be', 'saved', 'all', 'the', 'way', 'around']	['money', 'will', 'not', 'be', 'saved', 'all', 'the', 'way', 'around']	['The', 'only', 'interest', 'of', 'the', 'private', 'sector', 'is', 'the', 'bottom', 'line', 'profits', '.']	['Privatization', 'is', 'a', 'bad', 'deal', 'for', 'cities', 'and', 'states']	['Is', 'Privatization', 'a', 'Bad', 'Deal', 'for', 'Cities', 'and', 'States', '?']	['To', 'save', 'money', ',', 'New', 'York', 'is', 'turning', 'the', 'clock', 'back', 'on', 'outsourcing', 'by', 'replacing', 'private', 'contractors', 'with', 'city', 'workers', '.']
6129077_395_A34QZDSTKZ3JO9	train_swap	1	"['a', 'good', 'diet', 'should', ""n't"", 'have', 'to', 'be', 'helped', 'with', 'vitamins']"	"['it', ""'s"", 'a', 'good', 'diet', 'that', 'should', ""n't"", 'have', 'to', 'be', 'helped', 'with', 'vitamins']"	['Vegan', 'options', 'like', 'juices', 'and', 'replacement', 'items', 'are', 'enriched', 'with', 'vitamins', '.']	['Veganism', 'is', 'good', 'for', 'everyone']	['Is', 'Veganism', 'Good', 'For', 'Everyone', '?']	"['Maybe', 'some', 'of', 'us', 'simply', 'were', ""n't"", 'built', 'to', 'be', 'vegans', '.', 'Is', 'the', 'diet', 'good', 'for', 'everyone', '?']"
6129077_395_A34QZDSTKZ3JO9	train_swap	0	"['it', ""'s"", 'a', 'good', 'diet', 'that', 'should', ""n't"", 'have', 'to', 'be', 'helped', 'with', 'vitamins']"	"['a', 'good', 'diet', 'should', ""n't"", 'have', 'to', 'be', 'helped', 'with', 'vitamins']"	['Vegan', 'options', 'like', 'juices', 'and', 'replacement', 'items', 'are', 'enriched', 'with', 'vitamins', '.']	['Veganism', 'is', 'good', 'for', 'everyone']	['Is', 'Veganism', 'Good', 'For', 'Everyone', '?']	"['Maybe', 'some', 'of', 'us', 'simply', 'were', ""n't"", 'built', 'to', 'be', 'vegans', '.', 'Is', 'the', 'diet', 'good', 'for', 'everyone', '?']"
10951533_475_A1I4CYG5YDFTYM	train_swap	1	"['this', 'large', 'economy', 'provides', 'boosts', 'for', 'the', 'entire', 'country', ""'s"", 'economy']"	"['this', 'large', 'economy', 'does', ""n't"", 'provide', 'boosts', 'for', 'the', 'entire', 'country', ""'s"", 'economy']"	['They', 'operate', 'in', 'such', 'a', 'large', 'economy', 'that', 'it', 'makes', 'it', 'almost', 'impossible', 'for', 'smaller', 'banks', 'to', 'succeed', '.']	['Big', 'banks', 'are', 'out', 'of', 'control']	['Are', 'Big', 'Banks', 'Out', 'of', 'Control', '?']	['Does', 'the', 'lack', 'of', 'legal', 'compliance', 'that', 'have', 'cost', 'banks', 'billions', 'in', 'fines', 'show', 'that', 'some', 'have', 'gotten', 'too', 'big', 'to', 'manage', 'properly', '?']
10951533_475_A1I4CYG5YDFTYM	train_swap	0	"['this', 'large', 'economy', 'does', ""n't"", 'provide', 'boosts', 'for', 'the', 'entire', 'country', ""'s"", 'economy']"	"['this', 'large', 'economy', 'provides', 'boosts', 'for', 'the', 'entire', 'country', ""'s"", 'economy']"	['They', 'operate', 'in', 'such', 'a', 'large', 'economy', 'that', 'it', 'makes', 'it', 'almost', 'impossible', 'for', 'smaller', 'banks', 'to', 'succeed', '.']	['Big', 'banks', 'are', 'out', 'of', 'control']	['Are', 'Big', 'Banks', 'Out', 'of', 'Control', '?']	['Does', 'the', 'lack', 'of', 'legal', 'compliance', 'that', 'have', 'cost', 'banks', 'billions', 'in', 'fines', 'show', 'that', 'some', 'have', 'gotten', 'too', 'big', 'to', 'manage', 'properly', '?']
4583769_0_AE861G0AY5RGT	train_swap	0	['arms', 'sold', 'to', 'Taiwan', 'are', 'not', 'used', 'for', 'offensive', ',', 'but', 'defensive', 'purposes']	['arms', 'sold', 'to', 'Taiwan', 'are', 'not', 'used', 'for', 'defensive', ',', 'but', 'offensive', 'purposes']	"['There', 'is', 'no', 'reason', 'we', 'should', ""n't"", 'sell', 'reasonable', 'defensive', 'arms', 'to', 'Taiwan', '.']"	['Keep', 'selling', 'arms', 'to', 'Taiwan']	['Should', 'the', 'U.S.', 'Keep', 'Selling', 'Arms', 'to', 'Taiwan', '?']	"['The', 'U.S.', 'approved', 'a', '$', '5.8', 'billion', 'arms', 'sale', 'to', 'Taiwan', 'over', 'China', ""'s"", 'protests', '.', 'What', 'are', 'the', 'consequences', '?']"
4583769_0_AE861G0AY5RGT	train_swap	1	['arms', 'sold', 'to', 'Taiwan', 'are', 'not', 'used', 'for', 'defensive', ',', 'but', 'offensive', 'purposes']	['arms', 'sold', 'to', 'Taiwan', 'are', 'not', 'used', 'for', 'offensive', ',', 'but', 'defensive', 'purposes']	"['There', 'is', 'no', 'reason', 'we', 'should', ""n't"", 'sell', 'reasonable', 'defensive', 'arms', 'to', 'Taiwan', '.']"	['Keep', 'selling', 'arms', 'to', 'Taiwan']	['Should', 'the', 'U.S.', 'Keep', 'Selling', 'Arms', 'to', 'Taiwan', '?']	"['The', 'U.S.', 'approved', 'a', '$', '5.8', 'billion', 'arms', 'sale', 'to', 'Taiwan', 'over', 'China', ""'s"", 'protests', '.', 'What', 'are', 'the', 'consequences', '?']"
3176054_290_A1DJNUJZN8FE7N	train_swap	1	['the', 'two', 'can', 'so', 'easily', 'co', 'exist']	['the', 'two', 'hardly', 'co', 'exist']	['It', 'undermines', 'public', 'education', 'and', 'emphasizes', 'religious', 'values', 'over', 'facts', 'even', 'though', 'the', 'two', 'can', 'easily', 'co', '-', 'exist', '.']	['Home', 'schoolers', 'do', 'not', 'deserve', 'a', 'tax', 'break']	['Do', 'Home', 'Schoolers', 'Deserve', 'a', 'Tax', 'Break', '?']	['Some', 'conservatives', 'want', 'a', 'federal', 'credit', 'for', 'families', 'who', 'teach', 'their', 'children', 'at', 'home', '.', 'What', 'are', 'its', 'chances', 'in', 'the', 'new', 'Congress', '?']
3176054_290_A1DJNUJZN8FE7N	train_swap	0	['the', 'two', 'hardly', 'co', 'exist']	['the', 'two', 'can', 'so', 'easily', 'co', 'exist']	['It', 'undermines', 'public', 'education', 'and', 'emphasizes', 'religious', 'values', 'over', 'facts', 'even', 'though', 'the', 'two', 'can', 'easily', 'co', '-', 'exist', '.']	['Home', 'schoolers', 'do', 'not', 'deserve', 'a', 'tax', 'break']	['Do', 'Home', 'Schoolers', 'Deserve', 'a', 'Tax', 'Break', '?']	['Some', 'conservatives', 'want', 'a', 'federal', 'credit', 'for', 'families', 'who', 'teach', 'their', 'children', 'at', 'home', '.', 'What', 'are', 'its', 'chances', 'in', 'the', 'new', 'Congress', '?']
7447002_600_AB98SGS280TY5	train_swap	1	['Overdramatizing', 'simple', 'events', 'and', 'names', 'is', 'in', 'a', 'way', 'more', 'entertaining']	['Overdramatizing', 'simple', 'events', 'and', 'names', 'is', 'in', 'no', 'way', 'more', 'entertaining']	['Reality', 'shows', 'fake', 'misery', ',', 'drama', ',', 'and', 'embarrassment', 'and', 'pretend', 'as', 'though', 'it', 'is', 'real', '.']	['Reality', 'shows', 'are', 'worse', 'than', 'other', 'TV']	['Are', 'Reality', 'Shows', 'Worse', 'Than', 'Other', 'TV', '?']	['Is', 'a', 'bad', 'reality', 'show', 'worse', 'than', 'a', 'bad', 'sit', '-', 'com', '?', 'Is', 'a', 'compelling', 'one', 'less', 'important', 'than', 'a', 'compelling', 'scripted', 'drama', '?']
7447002_600_AB98SGS280TY5	train_swap	0	['Overdramatizing', 'simple', 'events', 'and', 'names', 'is', 'in', 'no', 'way', 'more', 'entertaining']	['Overdramatizing', 'simple', 'events', 'and', 'names', 'is', 'in', 'a', 'way', 'more', 'entertaining']	['Reality', 'shows', 'fake', 'misery', ',', 'drama', ',', 'and', 'embarrassment', 'and', 'pretend', 'as', 'though', 'it', 'is', 'real', '.']	['Reality', 'shows', 'are', 'worse', 'than', 'other', 'TV']	['Are', 'Reality', 'Shows', 'Worse', 'Than', 'Other', 'TV', '?']	['Is', 'a', 'bad', 'reality', 'show', 'worse', 'than', 'a', 'bad', 'sit', '-', 'com', '?', 'Is', 'a', 'compelling', 'one', 'less', 'important', 'than', 'a', 'compelling', 'scripted', 'drama', '?']
7951527_155_A1I4CYG5YDFTYM	train_swap	0	"['this', 'ca', ""n't"", 'be', 'found', 'in', 'other', 'buildings', 'and', 'online', 'venues']"	['this', 'can', 'be', 'found', 'in', 'other', 'buildings', 'and', 'online', 'venues']	['Libraries', 'provide', 'a', 'venue', 'for', 'a', 'number', 'of', 'desirable', 'individual', 'and', 'shared', 'life', '-', 'enhancing', 'activities', '.']	['We', 'need', 'libraries']	['Do', 'We', 'Still', 'Need', 'Libraries', '?']	['What', 'are', 'libraries', 'for', ',', 'and', 'how', 'should', 'they', 'evolve', '?']
7951527_155_A1I4CYG5YDFTYM	train_swap	1	['this', 'can', 'be', 'found', 'in', 'other', 'buildings', 'and', 'online', 'venues']	"['this', 'ca', ""n't"", 'be', 'found', 'in', 'other', 'buildings', 'and', 'online', 'venues']"	['Libraries', 'provide', 'a', 'venue', 'for', 'a', 'number', 'of', 'desirable', 'individual', 'and', 'shared', 'life', '-', 'enhancing', 'activities', '.']	['We', 'need', 'libraries']	['Do', 'We', 'Still', 'Need', 'Libraries', '?']	['What', 'are', 'libraries', 'for', ',', 'and', 'how', 'should', 'they', 'evolve', '?']
9831390_0_A104V8NZIQFN2F	train_swap	0	"['it', 'is', 'not', 'NATO', ""'s"", 'fight', 'and', 'the', 'US', 'belongs', 'to', 'NATO']"	"['it', 'is', 'NATO', ""'s"", 'fight', 'and', 'the', 'US', 'belongs', 'to', 'NATO']"	['Not', 'our', 'fight', '.']	['US', 'should', 'not', 'attack', 'Syria']	['Is', 'an', 'Attack', 'on', 'Syria', 'Justified', '?']	"['Should', 'the', 'United', 'States', 'and', 'its', 'allies', 'launch', 'air', 'strikes', 'against', 'Syria', 'in', 'response', 'to', 'the', 'Assad', 'regime', ""'s"", 'reported', 'use', 'of', 'chemical', 'weapons', '?']"
